university,ouac_code,program_name,status,admission_grade,admission_date,supplemental_required,supp_notes,comments
Laurier,UWW,Business Administration (BBA) and Mathematics (BMath) at University of Waterloo Double Degree,Offer,95,5/8/2026,,"Decca provincials, junior achievement company program, cpa student ambassador, summer lifeguard for 2 years straight, ski coach for 2 years. Talked about my connection to the university as my grandparent worked there as a janitor.",I was so stressed because I got rejected from Mac Eng and I didn't think that I’d get the offer but in hindsight it really is better to just relax if you can once midterms are in. YOU GOT THIS!!!
Laurier,UXA,Business Administration (BBA) and Computer Science (BSc) Double Degree,Offer,94.5,11/5/2025,,,
Laurier,UXA,Business Administration (BBA) and Computer Science (BSc) Double Degree,Offer,94.6,11/8/2025,,,
Laurier,UXA,Business Administration (BBA) and Computer Science (BSc) Double Degree,Offer,96,11/29/2025,,,
Laurier,UXA,Business Administration (BBA) and Computer Science (BSc) Double Degree,Offer,93.17,11/29/2025,,,
Laurier,UXA,Business Administration (BBA) and Computer Science (BSc) Double Degree,Offer,92,11/29/2025,,"National team lacrosse, coding business, RBC internship",
Laurier,UXA,Business Administration (BBA) and Computer Science (BSc) Double Degree,Offer,91,2/21/2026,,,
Laurier,UXA,Business Administration (BBA) and Computer Science (BSc) Double Degree,Offer,92.2,5/14/2026,,"Clubs, sports, and volunteering",
Laurier,UZ,Arts (Political Science),Offer,86.8,10/15/2025,,,
Laurier,UZ,Arts (International Education Studies),Offer,90,10/21/2025,,,Got in based off grade 11 marks alone!
Laurier,UZ,Arts (French),Offer,87.6,10/22/2025,,,
Laurier,UZ,Arts (Archaeology & Heritage Studies),Offer,91,10/30/2025,,,Did not fill out ABS
Laurier,UZ,Arts (Communication Studies),Offer,95,11/3/2025,,"Varsity Cross Country Team (2 years); Varsity Track and Field Team (1 year); Participated and lettered through running 5000m, 3200m, 1600m, and all throwing events; Swim Manager (3 years); Managed the student-athletes in the varsity swim team. I tracked their attendance, necessary forms, and times; Cross Country Manager (2 years); Managed the student-athletes in the varsity cross country team by tracking their attendance, times, going to meets to get unofficial times, etc.; Red Cross Youth (2 years); Volunteered by spending time on posters, promoting blood drives locally, and fundraising for the Red Cross Korea organization; Hitch Hiker’s Guide (4 years); Helped with bake sales for fundraising and participated in the artwork submissions; Film Club (1 year); Helped create and film promotional videos for theatre productions and the school’s winter banquet; Ossembly Student Leaders (1.5 years); Part of a group of students responsible for creating presentations, lesson plans, and activities for the high school OASIS (non-Christian assembly) students every week; Theatre Hair and Make-up Crew; Theatre Hair and Make-up Crew Manager' Managing the different make-up looks for the school’s theatre productions, and organizing materials; ISS Rotary Club (2 years); Helped with volunteering at several shelters throughout 2023-2025; ConnectArt (2 years); A member of the student-led club for connecting children with different forms of art, such as creating music and paintings. Helped volunteer for booths to fundraise for the club twice a year; Children’s Face Painting Volunteer (4 years); Helped face-paint children for 3 hours at school fundraising booths twice a year since 2022; High school-wide art exhibition committee co-director (1 year); Co-directing student-led high school art exhibitions, creating a committee, planning dates, and organizing communication with the school; Prom Committee (1 year); Helped organize the Junior-Senior prom in 2025, creating the theme and planning out the decor. Helping envision the posters and create promotional materials.","AP courses for Group B applicants barely matter, unless you want them for your 4UM courses, 4+ score can be used as credit."
Laurier,UZ,Arts (with management option),Offer,83.5,11/6/2025,,,
Laurier,UZ,Arts (Communications Studies with Management Option),Offer,91,11/7/2025,,,
Laurier,UZ,Arts (undeclared),Offer,84.5,11/21/2025,,,
Laurier,UZ,Arts (Political Science),Offer,86.25,11/26/2025,,,
Laurier,UZ,Arts (Political Science),Offer,84.8,12/20/2025,,,
Laurier,UZ,Arts (Political Science),Offer,85.67,1/17/2026,,,$5000 entry scholarship
Laurier,UZ,Arts (BA),Offer,89.88,2/7/2026,,,
Laurier,UZB,"Arts (BA) and Master's Degree (MA, MAP or MIPP) With Managment Option",Offer,91,2/25/2026,,,
Laurier,UZD,Multid­isciplinary Studies (BA) with Law Degree (JD) at Griffith University,Offer,86.8,11/5/2025,,,
Laurier,UZE,Economics - Management Option,Offer,87,10/16/2025,,,
Laurier,UZE,Economics and financial management,Offer,90.5,10/24/2025,,,
Laurier,UZE,Economics - Management Option,Offer,93.33,11/8/2025,,,"Conditional 75, 3k entrance"
Laurier,UZE,Economics (Economics & Accounting),Offer,87.67,11/8/2025,,,
Laurier,UZF,Biology BSc,Offer,88.5,12/5/2025,,,3k entrance scholarship
Laurier,UZF,Biology BSc,Offer,85,12/20/2025,,,
Laurier,UZF,Biology BSc,Offer,82,1/19/2026,,,ABS supp app
Laurier,UZG,Computer Science (BSc),Offer,88,10/30/2025,,,
Laurier,UZG,Computer Science (BA or BSc),Offer,92,11/4/2025,,,"No supp, got in with 98 adv functions summer school, 88 physics, 90 computer science, and 92 biology summer school, same as tmu i just forgot to put summer school for bio, and over all 92, and 89.5 with 10 % deduct of adv functions"
Laurier,UZG,Computer Science (BA or BSc),Offer,95.83,11/8/2025,,,Full IB
Laurier,UZG,Computer Science (BSc),Offer,75,12/5/2025,,,
Laurier,UZG,Computer Science,Offer,92.5,1/15/2026,,,
Laurier,UZG,Computer Science (BA or BSc),Offer,87.67,1/19/2026,,,
Laurier,UZI,Financial Mathematics and Analytics,Offer,96.33,10/16/2025,,,
Laurier,UZI,Financial Mathematics and Analytics,Offer,92.3,10/16/2025,,,
Laurier,UZI,Financial Mathematics and Analytics,Offer,91,10/16/2025,,,$3000 scholarship
Laurier,UZI,Financial Mathematics and Analytics,Offer,89.83,10/16/2025,,,
Laurier,UZI,Financial Mathematics and Analytics,Offer,91.83,10/29/2025,,,
Laurier,UZI,Financial Mathematics and Analytics,Offer,92.5,1/15/2026,,,
Laurier,UZJ,Geography,Offer,90.2,11/7/2025,,,
Laurier,UZK,Health Sciences,Offer,96.3,10/16/2025,,,
Laurier,UZK,Health Sciences,Offer,96,10/16/2025,,,
Laurier,UZK,Health Sciences,Offer,93,10/16/2025,,,Applied as an Indigenous identifying person
Laurier,UZK,Health Sciences,Offer,92.6,10/16/2025,,,
Laurier,UZK,Health Sciences,Offer,93.83,10/22/2025,,,
Laurier,UZK,Health Sciences,Offer,91.16,10/22/2025,,,
Laurier,UZK,Health Sciences,Offer,91,10/22/2025,,,
Laurier,UZK,Health Sciences,Offer,96,10/24/2025,,,
Laurier,UZK,Health Sciences,Offer,89.93,10/27/2025,,,2.5k entrance scholarship
Laurier,UZK,Health Sciences,Offer,95.5,10/28/2025,,,3k scholarship
Laurier,UZK,Health Sciences,Offer,93,10/28/2025,,,
Laurier,UZK,Health Sciences,Offer,95.6,10/29/2025,,,"4k entrance scholarship, used 3 gr11 marks and 3 gr12 (offer received before midterms)"
Laurier,UZK,Health Sciences,Offer,93.5,10/30/2025,,,
Laurier,UZK,Health Sciences,Offer,91,10/31/2025,,,
Laurier,UZK,Health Sciences,Offer,87.33,10/31/2025,,,
Laurier,UZK,Health Sciences,Offer,92.17,11/5/2025,,,"Partial IB, two grade 12 courses in my top 6."
Laurier,UZK,Health Sciences,Offer,94.33,11/6/2025,,,
Laurier,UZK,Health Sciences,Offer,93.7,11/6/2025,,,
Laurier,UZK,Health Sciences,Offer,93.66,11/6/2025,,,3k entrance scholarship
Laurier,UZK,Health Sciences,Offer,92.6,11/6/2025,,,
Laurier,UZK,Health Sciences,Offer,89.16,11/6/2025,,,
Laurier,UZK,Health Sciences,Offer,88.83,11/6/2025,,,3k entrance scholarship
Laurier,UZK,Health Sciences,Offer,95.16,11/7/2025,,,Didn't do supp app
Laurier,UZK,Health Sciences,Offer,90,11/7/2025,,,
Laurier,UZK,Health Sciences,Offer,81,11/7/2025,,,
Laurier,UZK,Health Sciences,Offer,93,11/8/2025,,,
Laurier,UZK,Health Sciences,Offer,87.5,11/8/2025,,didn't complete it,"75% conditional, got in before sem 1 midterms went out, Waterloo campus"
Laurier,UZK,Health Sciences with Management Option,Offer,91.2,11/20/2025,,,Got $4k President’s Gold Scholarship (which is for 95+ avgs so idk how I got it)
Laurier,UZK,Health Sciences,Offer,94,12/6/2025,,,
Laurier,UZK,Health Sciences,Offer,93.67,12/6/2025,,,"4k presidents scholarship offer as well, confused because my average technically didnt reach the cut off"
Laurier,UZK,Health Sciences,Offer,93.67,12/6/2025,,,Got 4k presidents scholarship despite not reaching min. avg for it?? Also wrote AP lang exam and will be writing 3 more this year
Laurier,UZK,Health Sciences,Offer,93.67,12/6/2025,,,Got president's gold scholarship despite not reaching the 95% min.??
Laurier,UZK,Health Sciences,Offer,92,12/6/2025,,,ABS (didn't complete)
Laurier,UZK,Health Sciences,Offer,90,12/6/2025,,,
Laurier,UZK,Health Sciences,Offer,89.5,12/6/2025,,,"$3,000 scholarship"
Laurier,UZK,Health Sciences,Offer,87,12/6/2025,,,
Laurier,UZK,Health Sciences,Offer,86,12/6/2025,,,you're not doomed and you got this!!
Laurier,UZK,Health Sciences,Offer,85.3,12/6/2025,,,Good luck!
Laurier,UZK,Health Sciences,Offer,85,12/6/2025,,,
Laurier,UZK,Health Sciences,Offer,85,12/6/2025,,,Got a $2 500 admission scholarship (I can't believe I got this too LOL)
Laurier,UZK,Health Sciences,Offer,80.22,12/6/2025,,good ecs but not needed fs,
Laurier,UZK,Health Sciences,Offer,94,12/8/2025,,,
Laurier,UZK,Health Sciences,Offer,85.67,12/8/2025,,,Management option
Laurier,UZK,Health Sciences with Business Management Option,Offer,94,12/9/2025,,,
Laurier,UZK,Health Sciences,Offer,86.5,12/9/2025,,,"Conditional entrance scholarship of $2,500."
Laurier,UZK,Health Sciences,Offer,87.5,12/10/2025,,,
Laurier,UZK,Health Sciences,Offer,86.5,12/19/2025,,,"Do abs, and 2,500 dollar schoolarship"
Laurier,UZK,Health Sciences,Offer,82.83,12/20/2025,,,"I have 3U and 4U AP Biology, AP Seminar, and AP Research, (both 4M) and I had 3U AP Chemistry l but I got 62😭 and I have semester 2 regular chem now."
Laurier,UZK,"Health Sciences (BSc), Waterloo Campus",Offer,92,1/20/2026,,,
Laurier,UZK,Health Sciences,Offer,87.66,1/21/2026,,,completed the ABS form
Laurier,UZK,Health Sciences with Management Option,Offer,86,1/21/2026,,,$2.5k scholarship
Laurier,UZK,Health Sciences,Offer,85.25,1/21/2026,,"Model UN, Volunteering at an organization for people with special needs, LINK Crew",
Laurier,UZK,Health Sciences,Offer,84,2/27/2026,,,
Laurier,UZK,Health Sciences with Management Option,Offer,81.83,2/27/2026,,,"Didn't submit the optional supp app, but my pre reqs are above 85"
Laurier,UZK,Health Sciences,Offer,85,3/25/2026,,,I applied after Jan 15 and I got a response less than a week when I applied.
Laurier,UZK,Health Sciences,Offer,83.5,4/16/2026,,,
Laurier,UZL,Science,Offer,79.35,10/14/2025,,,
Laurier,UZL,Science,Offer,97,11/7/2025,,,
Laurier,UZL,Science,Offer,96,11/25/2025,,,
Laurier,UZL,Science,Offer,92,11/25/2025,,,3K entrance scholarship
Laurier,UZM,"Mathematics (BA or BSc), Waterloo Campus",Offer,87.67,1/21/2026,,,
Laurier,UZN,Psychology (BA or BSc),Offer,89,10/30/2025,,,didn't do supp app
Laurier,UZN,Psychology (BA or BSc),Offer,81.16,11/7/2025,,,
Laurier,UZN,Psychology (BA),Offer,89,12/12/2025,,,
Laurier,UZN,Psychology BSc,Offer,88.7,12/17/2025,,,$2500 entrance scholarship
Laurier,UZN,Psychology and Neuroscience BSC Waterloo Campus,Offer,76,12/17/2025,,,
Laurier,UZN,Psychology BA (with management option),Offer,88,1/22/2026,,,"2.5k$ entrance scholarship, Management option"
Laurier,UZP,Science Degree (BA or BSc) and Master of Business Administration (MBA),Offer,90.5,11/4/2025,,,
Laurier,UZP,Science Degree (BA or BSc) and Master of Business Admini­stration (MBA),Offer,83,3/20/2026,,,
Laurier,UZP,Arts Degree (BA) or Science Degree (BSc) + Master of Business Administration (MBA),Offer,85,4/17/2026,,,
Massachusetts Institute of Technology (MIT),,Mechanical Engineering,Offer,98.3,3/14/2026,,"USAJMO (Grade 9 & 10), USAMO (Grade 11), CWSF, ISEF Grand Award, Ingenious+ Regional Winner, Bunch of math contest stuff, CMO (& Math Camp 2025), CCO (didn't make Team Canada :( ), Diamond Challenge International 3rd Place, Blue Ocean T30. Biomedical Research Intern at Princeton for two years (used that for my projects). Some debate national awards. Non-profit (vague to avoid doxxing) which helped over 2,000 people and had $20,000 in funding, featured on CTV News, CBC and Global News. 2 Research Papers published in undergraduate journals.","Full-IB, Predicted 41/42, Math AA HL (7), Physics HL (7), English LAL HL (6), Chem HL (7), French SL (7), BM SL (7)"
McMaster,Btech,Btech,Rejected,90,5/6/2026,,,They hate me
McMaster,EP,Kinesiology,Offer,92.83,5/1/2026,,,Good luck CO '27!!!
McMaster,MAT,Automotive & Vehicle Engineering Technology I,Offer,92.1,3/4/2026,,"lifeguard, yearbook club, EV team, Part time job",please let me into eng 1
McMaster,MAT,Automotive & Vehicle Engineering Technology I,Offer,92,3/4/2026,,"First Robotics, Rocketry club, Eco club, EV car club, hockey",was my backup. looked neat during tour in Nov
McMaster,MAT,Automotive & Vehicle Engineering Technology I Co-op,Offer,96,3/5/2026,,"Teamp captain, Robotics Team Lead, Student Council",
McMaster,MAT,Automotive & Vehicle Engineering Technology,Offer,88,5/6/2026,,"President of the MSA, Certificates in multiple coding languages, 400 volunteer hours",
McMaster,MAT,Automotive & Vehicle Engineering Technology,Offer,83,5/6/2026,,,Thought i wouldnt get in
McMaster,MB,Business I (Accounting),Offer,95.5,11/26/2025,,,"$3K entrance scholarship, $2k DeGross Award of Excellence Scholarship"
McMaster,MB,Business I,Offer,90.16,12/12/2025,,,
McMaster,MB,Business I,Offer,93,12/18/2025,,,5k scholarship
McMaster,MB,Business I,Offer,98.5,12/19/2025,,,Did not do optional supp app
McMaster,MB,Business I,Offer,96.67,12/19/2025,,Didn't do,$5000 scholarship
McMaster,MB,Business I,Offer,96,12/19/2025,,,
McMaster,MB,Business I,Offer,96,12/19/2025,,,
McMaster,MB,Business I,Offer,96,12/19/2025,,i didnt do the optional supp app,
McMaster,MB,Business I (Finance),Offer,96,12/19/2025,,,
McMaster,MB,Business I (Finance),Offer,95.83,12/19/2025,,Didn't do,scholarship
McMaster,MB,Business I,Offer,95.83,12/19/2025,,Optional - didnt do,
McMaster,MB,Business I,Offer,95.67,12/19/2025,,,Im in IB
McMaster,MB,Business I,Offer,95.67,12/19/2025,,,
McMaster,MB,Business I,Offer,95.67,12/19/2025,,,
McMaster,MB,Business I (Accounting),Offer,95.17,12/19/2025,,"Temple volunteering, club president",
McMaster,MB,Business I,Offer,95,12/19/2025,,,
McMaster,MB,Business I,Offer,94.33,12/19/2025,,,5K in Scholarships
McMaster,MB,Business I,Offer,94.33,12/19/2025,,,
McMaster,MB,Business I,Offer,94.3,12/19/2025,,,Scholarship 3000 + 2000
McMaster,MB,Business I,Offer,94,12/19/2025,,,5K
McMaster,MB,Business I,Offer,93.67,12/19/2025,,,"optional supp I didn’t do, 5000 scholarship"
McMaster,MB,Business I (Finance),Offer,93,12/19/2025,,didn't do,$5000 entrance scholarship
McMaster,MB,Business I,Offer,92.67,12/19/2025,,Extra Curriculars and Awards,
McMaster,MB,Business I,Offer,92.67,12/19/2025,,,
McMaster,MB,Business I,Offer,92.66,12/19/2025,,,5k Entrance Awards
McMaster,MB,Business I,Offer,92.6,12/19/2025,,,5k entrance scholarship
McMaster,MB,Business I,Offer,92.3,12/19/2025,,,
McMaster,MB,Business I,Offer,92,12/19/2025,,,5k
McMaster,MB,Business I,Offer,92,12/19/2025,,,
McMaster,MB,Business I,Offer,92,12/19/2025,,,
McMaster,MB,Business I,Offer,92,12/19/2025,,Optional and didn’t do it,
McMaster,MB,Business I,Offer,92,12/19/2025,,,
McMaster,MB,Business I (Finance),Offer,91.5,12/19/2025,,,
McMaster,MB,Business l,Offer,91,12/19/2025,,,
McMaster,MB,Business I,Offer,90.8,12/19/2025,,,
McMaster,MB,Business l,Offer,87.33,12/19/2025,,,
McMaster,MB,Business I,Offer,86.67,12/19/2025,,,
McMaster,MB,Business I (Finance),Offer,92.67,12/20/2025,,,
McMaster,MB,Business I,Offer,92.5,12/20/2025,,,I had completed adv funcs in gr11 with a 94 which i think helped a lot.
McMaster,MB,Business I,Offer,92,12/27/2025,,,
McMaster,MB,Business I,Offer,96.6,2/6/2026,,Did not do.,5k scholarship. McMaster University Entrance Award(3k) + DeGroote School of Business Award of Excellence(2k).
McMaster,MB,Business I,Offer,95,2/6/2026,,Did not complete,
McMaster,MB,Business I,Offer,95,2/6/2026,,3 (400 word) questions,
McMaster,MB,Business I,Offer,91.5,2/10/2026,,,
McMaster,MB,Business I,Offer,91,2/22/2026,,,
McMaster,MB,Business I,Offer,87,2/24/2026,,,
McMaster,MB,Business I,Offer,91.83,2/25/2026,,,
McMaster,MB,Business I,Offer,90.4,2/25/2026,,,No scholarship or housing guarantee (yet)
McMaster,MB,Business I,Offer,89.8,2/25/2026,,Deca Mun treasurer,
McMaster,MB,Business I,Offer,89.5,2/25/2026,,,
McMaster,MB,Business I,Offer,89,2/25/2026,,"DECA President, IBT Executive, Varsity Soccer, Summer camp Counselling, Leadership programs",
McMaster,MB,Business I (Finance),Offer,88.95,2/25/2026,,,
McMaster,MB,Business I,Offer,87.5,2/25/2026,,,
McMaster,MB,Business I (Finance),Offer,89.5,2/26/2026,,Optional - didn't do,
McMaster,MB,Business I,Offer,87.2,2/26/2026,,"Didn’t do them, got in",
McMaster,MB,Business I (Strategic Management),Offer,87,2/26/2026,,Didn't do it,
McMaster,MB,Business I (Accounting),Offer,91,3/3/2026,,,4% boost
McMaster,MB,Business I,Offer,85.2,3/20/2026,,,
McMaster,MB,Business I,Offer,89.67,5/1/2026,,,
McMaster,MB,Business I,Offer,88.7,5/1/2026,,,
McMaster,MB,Business I,Offer,86.1,5/1/2026,,,Didnt do supp app. Did extenuating circumstances form
McMaster,MB,Business I,Offer,88,5/2/2026,,Didn't really mention ECs except for model UN and dance,
McMaster,MB,Business I,Offer,87.33,5/4/2026,,"SC President, Exec of 4 other clubs, coached two sports, played two sports, medaled in DECA provincials 2026. Membership of 11 total clubs, 200+ volunteer hours.",
McMaster,MB,Business I,Offer,86.83,5/12/2026,,Didn’t do it.,MHF4U 98% + MDM4U 99%
McMaster,MBH,Integrated Business & Humanities I,Offer,93,3/30/2026,,"ECs -chess (for fun), Figure skating, DECA, research project on poverty and drug use in Hamilton, MSA, Study App",Full Diploma IB student. You can do this <3
McMaster,MBH,Integrated Business & Humanities I,Offer,96,4/6/2026,,"Submitted resume with my ECs including Competitive dance, starting my own fundraising initiative, Deca trainer, Job as lifeguard/swim instructor, co president of club, student council.",
McMaster,MBH,Integrated Business & Humanities I,Offer,95.67,4/6/2026,,,
McMaster,MBH,Integrated Business & Humanities I,Offer,94.5,4/6/2026,,"Deca president, makreting intern, swim instructor,",
McMaster,MBH,Integrated Business & Humanities I,Offer,94.17,4/6/2026,,"Started a Micro Business,  Led younger students on a camping trip, Science Instructor for grades 1-3,",
McMaster,MBH,Integrated Business & Humanities I,Offer,94,4/6/2026,,talked about the 4 pillars of the program in my interview which was good,
McMaster,MBH,Integrated Business & Humanities I,Offer,91.8,5/4/2026,,"Tutoring work, Mentor for IBT program, Mock Trial Exec., DECA, Student TA (gr. 6-8), library volunteering, book clubs, band, art council exec","Took advanced night school after getting a mid ahh grade, supp app was way better than my grades..."
McMaster,MBH,Integrated Business & Humanities I,Offer,92.33,5/5/2026,,"hospital accounting volunteer, deca finance training vp, wrestling team captain, mains, also talked about lifeguard certs, french delf, and mun senior del + started a conference",
McMaster,MC,Computer Science I,Offer,95,2/27/2026,,,
McMaster,MC,Computer Science I,Offer,99.67,3/4/2026,,,"AP French, English Lit., Chem., Physics 1, Calc. AB"
McMaster,MC,Computer Science I,Offer,96.3,3/4/2026,,"Have been coding for over 5 years mods. Over 1500 commits on github - open-source contributor. Have created projects with 20K+ downloads, some other with 3K+ users, some other with 30 monthly active users. Lifeguard for 3 years. For Kira, I used stories from my lifeguarding experience, coding experience, and school.",
McMaster,MC,Computer Science I,Offer,93,5/6/2026,,,
McMaster,MCC,Computer Science I (Co-op),Offer,96,2/24/2026,,,
McMaster,MCC,Computer Science I (Co-op),Offer,97.5,3/3/2026,,Mid-Decent ECs,
McMaster,MCC,Computer Science I (Co-op),Offer,97.3,3/3/2026,,"International Engineering competition finalist, 1000+ hours, lots of Waterloo competitions, 9 clubs this year, 5 clubs last year, student council president",
McMaster,MCC,Computer Science I (Co-op),Offer,99.5,3/4/2026,,I absolutely choked on that video it was really bad (I was using it as prep for UofT's),
McMaster,MCC,Computer Science I (Co-op),Offer,99.33,3/4/2026,,Strong answers on all but one question,Did not do AwardSpring
McMaster,MCC,Computer Science I (Co-op),Offer,98.67,3/4/2026,,"talked about winning a few hackathons, lots of music involvement and how that's shaped my character","dont sweat kira, have a list of all your ec's and possible talking points on your wall or something so you are prepared to incorporate your ec's into your answer at any point"
McMaster,MCC,Computer Science I (Co-op),Offer,96,3/4/2026,,"-Played Hockey for 10 years , Peer tutor at high school, Works as an automotive technician for 5 years, Peer mentor",
McMaster,MCC,Computer Science I (Co-op),Offer,95.5,3/4/2026,,"Didn't talk about anything I actually did in the interview, questions were too abstract.",Promoted mass surveillance on KIRA interview (it worked lol)
McMaster,MCC,Computer Science I (Co-op),Offer,95.33,3/4/2026,,"FRC Team, Online certfications for ML and python, Volunteered at McMaster Engineeing facility.",Did not do AwardSpring
McMaster,MCC,Computer Science I (Co-op),Offer,95,3/4/2026,,"Hack the North Attendee, DeltaHacks Attendee, Founder of a hackathon, etc...",Also got into B.Tech program.
McMaster,MCC,Computer Science I (Co-op),Offer,94.67,3/4/2026,,,
McMaster,MCC,Computer Science I (Co-op),Offer,94.6,3/4/2026,,"Swim Team, Ski Club, STEAM Program, Brotherhood Leadership Program, video went great",
McMaster,MCC,Computer Science I (Co-op),Offer,94.5,3/4/2026,,,
McMaster,MCC,Computer Science I (Co-op),Offer,94.44,3/4/2026,,Mid-Good ECs. Mostly leadership initiatives. Very limited CS knowledge and expertise,
McMaster,MCC,Computer Science I (Co-op),Offer,94.33,3/4/2026,,,
McMaster,MCC,Computer Science I (Co-op),Offer,93,3/4/2026,,"Talked about founding school FBLC chapter and leading, President of Computer Science Club, the gym and working out.",english summer school
McMaster,MCC,Computer Science I (Co-op),Offer,93,3/4/2026,,Thought it went decently well,"i dont believe this is real, guaranteed res too; Main ecs: 250k+ view youtube channel; FRC Lead programmer & team coordinator; vex robotics lead programmer; badminton player; summer camp counsellor at stem camp."
McMaster,MCC,Computer Science I (Co-op),Offer,92.33,3/4/2026,,Interview went well. Some questions weren't related to ECs but for the ones that were I mentioned some hobby coding projects.,
McMaster,MCC,Computer Science I (Co-op),Offer,91,3/4/2026,,i thought it went really well,divine intervention
McMaster,MCC,Computer Science I (Co-op),Offer,90.33,3/4/2026,,World and Continental level athletics (niche sport though). Mentioned teaching said sport in written section. Mentioned winning an award at a small engineering competition. Spoke well and answered my questions confidently and clearly.,Avg could be slightly higher depending on how they calculate it.
McMaster,MCC,Computer Science I (Co-op),Offer,97.33,3/5/2026,,I wore a Pokémon shirt,Was this all worth it? I don't think so.
McMaster,MCC,Computer Science I (Co-op),Offer,95.8,3/5/2026,,nothing much,$40000 schollarships
McMaster,MCC,Computer Science I (Co-op),Offer,96,4/8/2026,,"Working at a temple, part of the school badminton team and internship at a tech company","Pretty mid interview overall, good written portion"
McMaster,MCC,Computer Science I (Co-op),Offer,95.16,5/6/2026,,"Talked about FRC, horrible delivery","Didn't take any sciences, submitted TEJ4 and ICS4"
McMaster,MCC,Computer Science I (Co-op),Offer,92.83,5/6/2026,,i was stuttering the entire time for one of the ques.,
McMaster,MCC,Computer Science I (Co-op),Offer,92.6,5/6/2026,,,
McMaster,MCC,Computer Science I (Co-op),Offer,91.83,5/6/2026,,"I honestly messed up the video. But my writing part was good. Throughout the entire supp app, I mostly was revolved around my experience with tech, programming and hardships that I learned to overcome,",Good luck guys.
McMaster,MCC,Computer Science I (Co-op),Offer,91.5,5/6/2026,,"Wrote about Cadets. Talked about school projects, orchestra and personal experience. Kinda rambled and didn't do well on the interview.",
McMaster,MCC,Computer Science I (Co-op),Rejected,84.67,5/6/2026,,,
McMaster,ME,Engineering I,Offer,95,3/4/2026,,"Was lowkey proud of my kira at the time, talked about why its important to take risks, being an immigrant, why its important to take leadership in group projects. I didn't talk about any ECs and I barely even have any",so unexpected
McMaster,ME,Engineering I,Offer,95,3/4/2026,,I thought I bombed it,
McMaster,ME,Engineering I,Offer,94.5,3/4/2026,,"BOMBED supp app only talked about my part time job in a fast food restaurant and my vp position in my school's fitness club, no other ecs.",
McMaster,ME,Engineering I,Offer,93,3/4/2026,,,
McMaster,ME,Engineering I,Offer,91.83,3/4/2026,,Talked about being President of Tutoring Club at my school for a couple questions.,I completely froze during my subapp for 15 seconds and started stuttering... still don't know how I got in.
McMaster,ME,Engineering I,Offer,95.83,3/5/2026,,Tbh I don’t think the interview matters that much,
McMaster,ME,Engineering I,Offer,95.83,3/5/2026,,If ur avg is high enough the interview isn’t that serious (95+),
McMaster,ME,Engineering I,Offer,95,3/11/2026,,,
McMaster,ME,Engineering I,Offer,97.5,3/17/2026,,Nah,
McMaster,ME,Engineering I,Offer,93.5,3/24/2026,,,IB - no HL Math AASL or Physics HL though
McMaster,ME,Engineering I,Offer,98.83,5/6/2026,,,"AP French, English Lit., Chem., Physics 1, Calc. AB"
McMaster,ME,Engineering I,Offer,94.33,5/6/2026,,,
McMaster,ME,Engineering I,Rejected,95.17,5/6/2026,,,
McMaster,ME,Engineering I,Rejected,94.5,5/6/2026,,,
McMaster,ME,Engineering I,Rejected,94,5/6/2026,,,
McMaster,ME,Engineering I,Rejected,94,5/6/2026,,Terrible supp app,
McMaster,ME,Engineering I,Rejected,91.33,5/6/2026,,Did alright. Mentioned wanting to join the CAF as an engineer after I graduated. Forgot to mention I did FRC for 2 years as a designer.,"Make sure you apply to safeties, guys"
McMaster,ME,Engineering I,Rejected,86.67,5/6/2026,,"Volunteer at a thrift store, leading a robotics club, mentoring young girls in track running.",
McMaster,MEC,Engineering I (Co-op),Offer,92.33,12/2/2025,,,
McMaster,MEC,Engineering I (Co-op),Offer,99,12/9/2025,,,
McMaster,MEC,Engineering I (Co-op),Offer,96.83,12/17/2025,,"Mentioned club exec, volunteering, overall smooth interview","Finished 2 APs, doing 5 more"
McMaster,MEC,Engineering I (Co-op),Offer,"3.96/4.0, A-Level A*A*A*A*",1/14/2026,,I don’t remember it very well because I didn’t care much about it. I breezed through the questions I don’t remember struggling or stuttering.,"Group B - Canadian citizen from Quebec, on an exchange year in Shanghai"
McMaster,MEC,Engineering I (Co-op),Offer,"3A*s , 1B (international A Levels)",2/6/2026,,,
McMaster,MEC,Engineering I (Co-op),Offer,96,2/20/2026,,"Head of IT and Innovation, WRO Nationals, Volunteering",
McMaster,MEC,Engineering I (Co-op),Offer,95,2/23/2026,,"My Supp app went super welll, I cooked on the questions. My ecs had nothing to do with engineering btw, my most notable one is that I founded a club for students of colour and I volunteered at my school often.","I am doing a full AP course work so that might also add to it, and I tried to talk about my MOST important Ecs on the interview"
McMaster,MEC,Engineering I (Co-op),Offer,95,2/23/2026,,"Ultimate Frisbee, Debate, Volunteering at Senior home",
McMaster,MEC,Engineering I (Co-op),Offer,94.83,2/23/2026,,,
McMaster,MEC,Engineering I (Co-op),Offer,A*A*AA (international A Levels),2/27/2026,,"attended math comps like SASMO, AMO, 3rd in national basketball league (school), self balancing robot project, virtual work experience for Heathrow Airport","conditional offer : maintain average ""B""s in all subjects (Math , Physics , CS , Further Math)"
McMaster,MEC,Engineering I (Co-op),Offer,97.67,3/3/2026,,"Just yapped. Talked about some engineering experience in a school course, not much else notable.",
