university,ouac_code,program_name,status,admission_grade,admission_date,supplemental_required
UOttawa,OXZ,Joint Honours BSocSc in Public Administration and Political Science Co-op,Offer,81%,2/19/2025,
UTM,TMC,"Communication, Culture, Information & Technology",Offer,94.66,1/27/2025,
UTM,TMC,"Communication, Culture, Information & Technology",Offer,96,2/24/2025,
UTM,TME,Commerce,Offer,95,1/27/2025,
UTM,TME,"Commerce (including Accounting, Finance, Marketing)",Offer,90,1/27/2025,
UTM,TME,"Commerce (including Accounting, Finance, Marketing)",Offer,93- MCR3U BAF3M-92 SNC4M-93 MHF4U-82 ENG4U-86 BBB4M- 84,2/24/2025,
UTM,TME,Commerce,Offer,91.83,2/24/2025,
UTM,TME,Commerce,Offer,86.25,2/24/2025,
UTM,TME,"Commerce (including Accounting, Finance, Marketing)",Offer,86.5 (3.94 gpa),4/10/2025,
UTM,TME,"Commerce (including Accounting, Finance, Marketing)",Offer,86,5/23/2025,
UTM,TMG,BBA,Offer,95,1/27/2025,
UTM,TMG,Management,Offer,90,1/31/2025,
UTM,TMH,Humanities,Offer,97,1/27/2025,
UTM,TMH,English,Offer,73,3/19/2025,
UTM,TMK,Forensic Science,Offer,92.66%,1/27/2025,
UTM,TMK,Forensic Science,Offer,92.33%,1/27/2025,
UTM,TMK,Forensic Science,Offer,92.30%,1/27/2025,
UTM,TMK,Forensic Science,Offer,88.25,3/19/2025,
UTM,TML,Life Sciences,Offer,99.2,1/18/2025,
UTM,TML,Life Sciences,Offer,"Got offer end of Jan. Gr 11 final marks were 92 (two credit),78,80,76, 78,82,86. Grade 12 sem 1 final marks 71,77,90",1/27/2025,
UTM,TML,Life Sciences,Offer,94.67,1/27/2025,
UTM,TML,Life Sciences,Offer,92.67,1/27/2025,
UTM,TML,Life Sciences,Offer,92.6,1/27/2025,
UTM,TML,Life Sciences,Offer,90.25%,1/27/2025,
UTM,TML,Life Sciences,Offer,97,1/29/2025,
UTM,TML,Life Sciences,Offer,95.33,2/24/2025,
UTM,TML,Life Sciences,Offer,89,2/25/2025,
UTM,TML,Life Sciences - Biotechnology,Offer,83,4/16/2025,
UTM,TML,Molecular Biology/Life Sciences,Offer,80,4/16/2025,
UTM,TMP,Psychology BSc,Offer,91,1/27/2025,
UTM,TMS,"Social Science (Criminology, Law & Society)",Offer,86,2/24/2025,
UTM,TMS,"Social Science (Criminology, Law & Society)",Offer,86,3/14/2025,
UTM,TMS,Social science (History/Political Science),Offer,77,4/16/2025,IELTS
UTM,TMW,Chemical & Physical Sciences,Offer,93.83,1/27/2025,
UTM,TMW,Chemical & Physical Sciences,Offer,82,1/27/2025,
UTM,TMW,Chemical & Physical Sciences,Offer,89,1/29/2025,
UTM,TMZ,Commerce,Offer,top5:95.8,1/27/2025,
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,96.83,1/27/2025,
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,95.5,1/27/2025,
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,95.4,1/27/2025,
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,95.3,1/27/2025,Computer Science Supplementary Application
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,94.6,1/27/2025,AIF
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,91.75,1/27/2025,
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,98.33,1/28/2025,
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,97.67,1/28/2025,
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,93,2/24/2025,
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,92.16,2/24/2025,
UTM,TMZ,"Computer Science, Mathematics & Statistics",Offer,93,3/19/2025,
UTSc,TPS,Psychology & Health Studies + Co-op,Offer,94.25,1/27/2025,
UTSc,TQX,Co-op BBA (Management & Finance) and Co-op BSc (Statistics - Quantitative Finance),Offer,91.33,3/19/2025,Yes
UTSc,TSL,Life Sciences (co-op),Offer,92.67,1/27/2025,
UTSc,TSL,Life Sciences,Offer,90.25%,1/27/2025,
UTSc,TSL,Life Sciences (co-op and regular),Offer,90.67,2/24/2025,
UTSc,TSL,Life Sciences,Offer,79%,4/30/2025,
UTSc,TSM,Management (BBA) (co-op and regular) (Strategic Management (co-op optional)),Offer,"93.14 for gr11 average, gr12 midterm average of 95",1/27/2025,"Yes, uoft portal"
UTSc,TSM,Management (BBA) (co-op and regular),Offer,94,1/27/2025,
UTSc,TSM,Managment with coop,Offer,93.66,1/27/2025,Yes
UTSc,TSM,Managment with coop,Offer,90.3,1/31/2025,Yes
UTSc,TSM,Managment with coop,Offer,90.33,2/24/2025,AIF
UTSc,TSP,Physical & Environmental Sciences,Offer,93.83,1/27/2025,
UTSc,TSP,Physical & Environmental Sciences,Offer,90.15,1/27/2025,
UTSc,TSP,Physical & Environmental Sciences (Biochemistry(co-op optional)),Offer,90.16,2/24/2025,
UTSc,TUD,Social Sciences and Humanities (co-op and regular),Offer,81.83,2/24/2025,
UTSc,TUD,Social Sciences&Humanities(Public Policy) non-co-op,Offer,78%,4/16/2025,
UTSc,TXB,Management and International Business (BBA) (co-op),Offer,95.5,2/24/2025,Yes - online form via Join U of T
UTSc,TXC,Computer Science,Offer,94.8,2/1/2025,
UTSc,TXC,Computer Science,Offer,94.5,2/22/2025,
UTSc,TXC,Computer Science (co-op and regular),Offer,97.8,2/24/2025,
UTSc,TXC,Computer Science (Co-op),Offer,96.67,2/24/2025,
UTSc,TXC,Computer Science (Co-op),Offer,95.66,2/24/2025,
UTSc,TXC,Computer Science,Rejected,95.5,3/18/2025,
UTSc,TXC,Computer Science (co-op and regular),Offer,98.5,3/19/2025,CS supplemental essays
UTSc,TXC,Computer Science (Co-op),Offer,94.8,3/19/2025,
UTSc,TXC,Computer Science (co-op and regular),Offer,93.5,3/19/2025,
UTSc,TXC,Computer Science,Offer,95.33,4/14/2025,
UTSc,TXC,Computer Science (Co-op),Offer,97.16,4/16/2025,
UTSc,TXC,Computer Science (Co-op),Offer,97,4/16/2025,
UTSc,TXC,Computer Science (co-op and regular),Offer,96.8,4/16/2025,
UTSc,TXC,Computer Science (Co-op),Offer,96,4/16/2025,
UTSc,TXC,Computer Science (Co-op),Offer,95.67,4/16/2025,
UTSc,TXC,Computer Science (co-op and regular),Offer,95,4/16/2025,
UTSc,TXC,Computer Science,Offer,94.67,4/16/2025,
UTSc,TXC,Computer Science (Co-op),Offer,93,4/16/2025,
UTSc,TXC,Computer Science (Co-op),Offer,93,4/16/2025,
UTSc,TXD,Life Sciences (Health Sciences Stream),Offer,95.5,1/27/2025,
UTSc,TXD,Life Sciences (Health Sciences Stream) (co-op and regular),Offer,95.5,1/27/2025,
UTSc,TXD,Life Sciences (Health Sciences Stream),Offer,93.4,1/27/2025,
UTSc,TXD,Life Sciences (Health Sciences Stream) (co-op and regular),Offer,92.67,1/27/2025,
UTSc,TXD,Life Sciences (Health Science Stream) (Co-op),Offer,92.6,1/27/2025,
UTSc,TXD,Life Sciences (Health Sciences Stream),Offer,90.67,1/27/2025,
UTSc,TXD,Life Sciences (Health Science Stream) (Co-op),Offer,86.7,3/19/2025,
UTSc,TXQ,Double Degree: Management & Finance (BBA) and Statistics – Quantitative Finance (BSc) Co-op,Offer,95,1/27/2025,UofT webpage
UTSc,TXQ,Double Degree: Management & Finance (BBA) and Statistics – Quantitative Finance (BSc) Co-op,Offer,93.99,3/19/2025,UofT portal
UTSc,TXQ,Double Degree: Management & Finance (BBA) and Statistics – Quantitative Finance (BSc) Co-op,Offer,89.66,4/30/2025,Form
UTSc,TXU,Statistics - Co-Op,Offer,98.5,1/27/2025,
UTSc,TXU,Statistics - Co-Op,Offer,92,1/27/2025,
UVIC,,Engineering (co-op),Offer,93,11/21/2024,
Waterloo,WA,Honours Arts - English: Literature and Rhetoric,Offer,97,12/3/2024,
Waterloo,WA,Arts,Offer,94.33,12/3/2024,
Waterloo,WA,Honours Arts Main Campus (Co-op ),Offer,93,12/3/2024,
Waterloo,WA,Honours Arts (English Literature and Rhetoric),Offer,83,12/3/2024,
Waterloo,WA,Honours Arts University Main Campus (Co-op and Regular) Major of Interest-Psychology,Offer,90.5,12/5/2024,
Waterloo,WA,Honours Arts University Main Campus (Psychology co-op),Offer,91,12/6/2024,
Waterloo,WA,Honours Art Co-op,Offer,"99, 85, 85, 96, 89, 94, 88, 92 = 91",12/18/2024,
Waterloo,WAB,Honours Arts and Business Co-op,Offer,93,12/3/2024,
Waterloo,WAB,Honours Arts and Business Co-op,Offer,89,1/28/2025,
Waterloo,WAB,Honours Arts and Business Co-op,Offer,88.5,1/29/2025,Didn't complete
Waterloo,WAB,Honours Arts and Business,Offer,94%,1/29/2025,No but Aif was recommended
Waterloo,WBA,Business Administration (Laurier) and Mathematics (Waterloo) Double Degree (Co-op only),Offer,96.33,3/17/2025,AIF
Waterloo,WBA,Business Administration (Laurier) and Mathematics (Waterloo) Double Degree (Co-op only),Offer,94,3/17/2025,AIF
Waterloo,WBA,Business Administration (Laurier) and Mathematics (Waterloo) Double Degree (Co-op only),Offer,98,3/18/2025,AIF
Waterloo,WBA,Business Administration (Laurier) and Mathematics (Waterloo) Double Degree (Co-op only),Offer,97,3/18/2025,AIF
Waterloo,WBA,Business Administration (Laurier) and Mathematics (Waterloo) Double Degree (Co-op only),Offer,96.33,5/8/2025,AIF
Waterloo,WBA,Business Administration (Laurier) and Mathematics (Waterloo) Double Degree (Co-op only),Offer,93,5/8/2025,AIF
Waterloo,WBA,Business Administration (Laurier) and Mathematics (Waterloo) Double Degree (Co-op only),Offer,91.33%,5/8/2025,Yes (AIF)
Waterloo,WBC,Business Administration (Laurier) and Computer Science (Waterloo) Double Degree (Co-op only),Offer,98.67,3/18/2025,AIF
Waterloo,WBC,Business Administration (Laurier) and Computer Science (Waterloo) Double Degree (Co-op),Offer,96.33,5/7/2025,KIRA + AIF
Waterloo,WBC,Business Administration (Laurier) and Computer Science (Waterloo) Double Degree (Co-op only),Offer,97.83,5/8/2025,AIF
Waterloo,WBC,Business Administration (Laurier) and Computer Science (Waterloo) Double Degree (Co-op only),Offer,96.67,5/8/2025,"Kira, AIF"
Waterloo,WBC,Business Administration (Laurier) and Computer Science (Waterloo) Double Degree (Co-op only),Offer,96,5/8/2025,"KIRA, AIF"
Waterloo,WBC,Business Administration (Laurier) and Computer Science (Waterloo) Double Degree (Co-op only),Deferred,95.5,5/10/2025,AIF
Waterloo,WBC,Business Administration (Laurier) and Computer Science (Waterloo) Double Degree (Co-op only),Deferred,90.5,5/15/2025,AIF
Waterloo,WBM,Biomedical Engineering (Co-op only),Offer,98.17,3/7/2025,AIF and Video Interview
Waterloo,WBM,Biomedical Engineering (Co-op only),Offer,98,3/7/2025,KIRA and AIF
Waterloo,WBM,Biomedical Engineering (Co-op only),Offer,96.5,3/7/2025,AIF and KIRA (optional but did it)
Waterloo,WBM,Biomedical Engineering (Co-op only),Offer,95.33%,5/7/2025,"KIRA, AIF"
Waterloo,WC,Chemical Engineering (Co-op only),Offer,97.83,2/7/2025,"AIF, KIRA"
Waterloo,WC,Chemical Engineering (Co-op only),Offer,97.67,2/7/2025,aif + interview
Waterloo,WC,Chemical Engineering (Co-op only),Offer,93.33,3/7/2025,AIF + KIRA
Waterloo,WC,Chemical Engineering (Co-op only),Offer,93.33,4/16/2025,AIF
Waterloo,WC,Chemical Engineering (Co-op only),Offer,95.5,4/30/2025,KIRA and AIF
Waterloo,WC,Chemical Engineering (Co-op only),Offer,92.33,5/7/2025,"AIF, video interview"
Waterloo,WC,Chemical Engineering (Co-op only),Offer,92.3,5/7/2025,AIF
Waterloo,WCF,Computing and Financial Management (Co-op only),Offer,98.33%,3/17/2025,AIF
Waterloo,WCF,Computing and Financial Management (Co-op only),Offer,96,5/8/2025,"KIRA, AIF"
Waterloo,WCF,Computing and Financial Management (Co-op only),Offer,98,5/12/2025,AIF
Waterloo,WCS,Computer Science,Offer,100,3/15/2025,AIF
Waterloo,WCS,Computer Science (Co-op and Regular),Offer,98.16,3/17/2025,AIF
Waterloo,WCS,Computer Science (Co-op),Offer,99.4,3/18/2025,"AIF for CS, KIRA for SWE"
Waterloo,WCS,Computer Science,Offer,98.6,3/18/2025,AIF
Waterloo,WCS,Computer Science,Offer,98.6,4/1/2025,AIF
Waterloo,WCS,Computer Science (Co-op only),Offer,98,4/10/2025,AIF
Waterloo,WCS,Computer Science,Offer,98,5/7/2025,"AIF, KIRA"
Waterloo,WCS,Computer Science (Co-op and Regular),Deferred,98.3,5/8/2025,"aif, kira"
Waterloo,WCS,Computer Science,Deferred,98.2,5/8/2025,AIF
Waterloo,WCS,Computer Science (Co-op and Regular),Deferred,98,5/8/2025,Yes
Waterloo,WCS,Computer Science (Co-op and Regular),Deferred,95.67,5/8/2025,"Yes, AIF."
Waterloo,WCS,Computer Science (Co-op and Regular),Deferred,94,5/8/2025,4 questions
Waterloo,WCS,Computer Science (Co-op and Regular),Offer,99.5,5/8/2025,Yes - AIF
Waterloo,WCS,Computer Science (Co-op and Regular),Offer,99.17,5/8/2025,AIF
Waterloo,WCS,Computer Science (Co-op and Regular),Offer,98.83,5/8/2025,"Kira, AIF"
Waterloo,WCS,Computer Science (Co-op and Regular),Offer,98.8,5/8/2025,"AIF, KIRA"
Waterloo,WCS,Computer Science (Co-op and Regular),Offer,98.33,5/8/2025,AIF
Waterloo,WCS,Computer Science (Co-op),Offer,98.33,5/8/2025,"AIF, Interview"
Waterloo,WCS,Computer Science (Co-op and Regular),Offer,97.5,5/8/2025,AIF
Waterloo,WCS,Computer Science (Co-op),Offer,97.33,5/8/2025,AIF was good
Waterloo,WCS,Computer Science (Co-op and Regular),Offer,97.33,5/8/2025,AIF
Waterloo,WCS,Computer Science,Offer,96.83,5/8/2025,"Waterloo page, no video"
Waterloo,WCS,Computer Science,Offer,96.8,5/8/2025,aif
Waterloo,WCS,Computer Science (Co-op),Offer,96.67,5/8/2025,"Kira, AIF"
Waterloo,WCS,Computer Science,Offer,96.33,5/8/2025,"KIRA, AIF"
Waterloo,WCS,Computer Science (Co-op),Offer,96.33,5/8/2025,AIF + Kira
Waterloo,WCS,Computer Science (Co-op and Regular),Offer,95.17,5/8/2025,AIF
Waterloo,WCS,Computer Science (Co-op and Regular),Offer,95.16,5/8/2025,"KIRA, AIF"
Waterloo,WCS,Computer Science (Co-op and Regular),Deferred,93.83,5/9/2025,AIF
Waterloo,WCS,Computer Science,Offer,98.5,5/9/2025,AIF
Waterloo,WCS,Computer Science (Co-op and Regular),Deferred,95.5,5/10/2025,AIF
Waterloo,WCS,Computer Science (Co-op and Regular),Deferred,99.3,5/13/2025,AIF
Waterloo,WCS,Computer Science (Co-op and Regular),Deferred,94.8,5/13/2025,AIF
Waterloo,WCS,Computer Science (Co-op),Deferred,93,5/13/2025,AIF
Waterloo,WCS,Computer Science (Co-op and Regular),Deferred,97.83,5/14/2025,AIF and KIRA
Waterloo,WCS,Computer Science (Co-op),Offer,96.33,5/29/2025,KIRA + AIF
Waterloo,WD,Systems Design Engineering (Co-op only),Offer,99.3,3/7/2025,AIF and Kira
Waterloo,WD,Systems Design Engineering (Co-op only),Offer,98.67,3/7/2025,"AIF, Kira"
Waterloo,WD,Systems Design Engineering (Co-op only),Offer,96.33,3/7/2025,"AIF, Kira"
Waterloo,WD,Systems Design Engineering (Co-op only),Offer,95,3/7/2025,AIF and Kira
Waterloo,WD,Systems Design Engineering (Co-op only),Offer,97.5,5/7/2025,AIF
Waterloo,WD,Systems Design Engineering (Co-op only),Offer,96.67,5/8/2025,KIRA + AIF
Waterloo,WE,Civil Engineering (Co-op only),Offer,98,2/7/2025,Yes - KIRA and AIF
Waterloo,WE,Civil Engineering (Co-op only),Offer,95.83,2/7/2025,"AIF, KIRA"
Waterloo,WE,Civil Engineering (Co-op only),Offer,95.17,2/7/2025,"AIF, Kira"
Waterloo,WE,Civil Engineering (Co-op only),Offer,92.7,3/7/2025,aif
Waterloo,WE,Civil Engineering (Co-op only),Offer,95.8,3/9/2025,"KIRA, AIF"
Waterloo,WE,Civil Engineering (Co-op only),Offer,93.6,3/11/2025,AIF
Waterloo,WE,Civil Engineering (Co-op only),Deferred,92.17,5/8/2025,"AIF, Optional Video Interview"
Waterloo,WEA,Architectural Engineering (Co-op only),Offer,98.17,2/7/2025,"Yes, I submitted both my AIF and a 1 question KIRA interview"
Waterloo,WEA,Architectural Engineering (Co-op only),Offer,97,3/11/2025,"AIF, KIRA"
Waterloo,WEA,Architectural Engineering (Co-op only),Offer,92,5/7/2025,"AIF, KIRA"
Waterloo,WEB,Environment And Business,Offer,81,12/3/2024,
Waterloo,WEE,Environmental Engineering Honours Co-op,Offer,92,12/4/2024,
Waterloo,WEM,Management Engineering (Co-op),Offer,97,2/7/2025,AIF and optional Kira Interview
Waterloo,WEM,Management Engineering,Offer,93.83,3/7/2025,AIF
Waterloo,WEM,Management Engineering,Offer,93.83,3/7/2025,AIF + Interview
Waterloo,WEM,Management Engineering,Offer,95,5/7/2025,KIRA AIF
Waterloo,WEM,Management Engineering,Offer,94.6,5/7/2025,"Kira, Good AIF, avg adj factor"
Waterloo,WEM,Management Engineering,Offer,91,5/7/2025,"KIRA, AIF"
Waterloo,WEM,Management Engineering,Rejected,92,5/14/2025,AIF and interview
Waterloo,WER,"Honours Environment, Resources and Sustainability, Co-op",Offer,81,12/3/2024,
Waterloo,WEV,Geography and Aviation,Offer,92,12/3/2024,
Waterloo,WEV,Geography and Aviation,Offer,90,1/29/2025,
Waterloo,WEV,Geography and Aviation,Offer,91.67,5/4/2025,AIF but i submitted it like 2 months after the due date; doubt they even looked at it
Waterloo,WEV,Geography and Aviation (Regular only),Offer,90,2/5/2025,AIF
Waterloo,WF,Health Sciences (Co-op),Offer,97.5,12/5/2024,AIF
Waterloo,WF,Health Science,Offer,96.5,2/27/2025,
Waterloo,WF,Health Sciences (Co-op and Regular),Offer,93.83,2/27/2025,
Waterloo,WF,Health Science (Regular),Offer,93,2/28/2025,
Waterloo,WF,Health Sciences (Co-op),Offer,94.5,5/5/2025,-
Waterloo,WF,Health Science,Offer,90.33,5/5/2025,
Waterloo,WF,Health Sciences (Co-op and Regular),Offer,94.50%,5/6/2025,
Waterloo,WF,Health Sciences (Co-op),Offer,91.8,5/8/2025,
Waterloo,WF,Health Sciences (Co-op and Regular),Offer,91.8,5/8/2025,
Waterloo,WF,Health Sciences (Regular),Offer,89.5,5/9/2025,
Waterloo,WF,Health Sciences (Co-op),Rejected,91.83,5/12/2025,
Waterloo,WGB,"Honours Global Business and Digital Arts, Co-op",Offer,95,12/3/2024,
Waterloo,WGB,Honours Global Business and Digital Arts,Offer,93.83,12/3/2024,
Waterloo,WGB,"Honours Global Business and Digital Arts, Co-op",Offer,97,12/4/2024,
Waterloo,WGB,"Honours Global Business and Digital Arts, Co-op",Offer,96,12/4/2024,
Waterloo,WGB,"Honours Global Business and Digital Arts, Co-op",Offer,85.83,5/5/2025,
Waterloo,WK,"Honours Kinesiology, Co-op",Offer,85.17,1/29/2025,
Waterloo,WK,"Honours Kinesiology, Co-op",Offer,91.5,1/31/2025,
Waterloo,WK,Honours Kinesiology Regular,Offer,88.5 first semester final avg with all prereqs done (currently doing calc you can pick which math grade to give and i gave advanced functions),2/27/2025,
Waterloo,WLS,Life Sciences (Co-op and Regular) (Biomedical Sciences),Offer,96.4,11/8/2024,
Waterloo,WLS,Life Sciences Honours Regular,Offer,86,12/2/2024,
Waterloo,WLS,Life Sciences (Co-op and Regular) (Biomedical Sciences),Offer,97,12/3/2024,
Waterloo,WLS,Life Sciences (Co-op and Regular),Offer,95.25,12/3/2024,
Waterloo,WLS,Life Sciences (Co-op and Regular),Offer,95,12/3/2024,
Waterloo,WLS,Life Sciences,Offer,90.25,12/3/2024,
Waterloo,WLS,Life Science Co-op,Offer,89,12/3/2024,
Waterloo,WLS,Life Sciences (Co-Op and Regular),Offer,89,12/3/2024,
Waterloo,WLS,Life Sciences (Co-op and Regular),Offer,96,12/4/2024,
Waterloo,WLS,Life Sciences (Co-op and Regular) (Biomedical Sciences),Offer,95,12/4/2024,
Waterloo,WLS,Life Sciences Honours Regular,Offer,92,12/4/2024,
Waterloo,WLS,Life Sciences (Co-op and Regular),Offer,91,12/4/2024,
Waterloo,WLS,"Life Sciences, Honours",Offer,95,12/5/2024,
Waterloo,WLS,Life Sciences (Biomedical sciences),Offer,95,12/5/2024,
Waterloo,WLS,Life Sciences (Co-op and Regular),Offer,90.97,12/5/2024,
Waterloo,WLS,Life Sciences (Biomedical sciences),Offer,92,1/30/2025,Did not submit AIF
Waterloo,WLS,Life Sciences (Co-op and Regular),Offer,96,1/31/2025,
Waterloo,WLS,"Life Sciences, Honours",Offer,87.5,1/31/2025,
Waterloo,WLS,Life Science Co-op,Offer,86.56,1/31/2025,
Waterloo,WLS,Life Science Co-op,Offer,88.5,2/3/2025,
Waterloo,WLS,"Life Sciences, Honours",Offer,80,2/26/2025,
Waterloo,WLS,Life Science (co-op) (biology),Offer,88.16,4/6/2025,AIF
Waterloo,WLS,Life Sciences (Co-op and Regular) (Biomedical Sciences),Offer,92.33,5/2/2025,
Waterloo,WM,Mathematics (Co-op and Regular),Offer,98,3/17/2025,AIF
Waterloo,WM,Mathematics (Co-op and Regular),Offer,96.33,3/17/2025,AIF
Waterloo,WM,Mathematics (Co-op and Regular),Offer,96.33,3/17/2025,AIF
Waterloo,WM,Mathematics (Co-op),Offer,95.6,3/17/2025,AIF
Waterloo,WM,Mathematics,Offer,93.83,3/17/2025,AIF
Waterloo,WM,Mathematics (Co-op),Offer,98.67,4/10/2025,AIF
Waterloo,WM,Mathematics (Co-op and Regular),Offer,99.5,5/8/2025,Yes - AIF
Waterloo,WM,Mathematics (Co-op),Offer,97.67,5/8/2025,AIF
Waterloo,WM,Mathematics,Offer,97.5,5/8/2025,AIF
Waterloo,WM,Mathematics (Co-op),Offer,96.83,5/8/2025,AIF
Waterloo,WM,Mathematics (Co-op),Offer,96.82,5/8/2025,AIF
Waterloo,WM,Mathematics (Co-op),Offer,96.33,5/8/2025,AIF
Waterloo,WM,Mathematics (Co-op),Offer,94.3,5/8/2025,AIF
Waterloo,WM,Mathematics (Co-op),Offer,93.67,5/8/2025,AIF
Waterloo,WM,Mathematics,Offer,93.4,5/8/2025,AIF
Waterloo,WM,Mathematics (Co-op and Regular),Offer,93,5/8/2025,AIF
Waterloo,WM,Mathematics (Co-op),Offer,92,5/8/2025,AIF
Waterloo,WM,Mathematics (Co-op and Regular),Offer,91.67,5/8/2025,"AIF, Euclid"
Waterloo,WM,Mathematics (Co-op and Regular),Offer,91.33,5/8/2025,Yes (AIF)
Waterloo,WM,Mathematics (Co-op),Offer,93,5/9/2025,AIF
Waterloo,WM,Mathematics,Offer,92,5/9/2025,"President of philosophy club, Volunteered at a bunch of places, 49/100 Euclid"
Waterloo,WM,Mathematics (Co-op and Regular),Offer,91.2,5/9/2025,AIF
Waterloo,WM,Mathematics (Co-op and Regular),Rejected,98.33,5/14/2025,AIF
Waterloo,WMB,Mathematics/Business Administration (Co-op and Regular) (Information Technology Management (co-op optional)),Offer,96.33,3/17/2025,AIF
Waterloo,WMF,Mathematics/Financial Analysis and Risk Management (Regular/Co-op),Offer,95.6,3/17/2025,AIF
Waterloo,WMF,Mathematics/Financial Analysis and Risk Management (Regular/Co-op),Offer,94,3/17/2025,AIF
Waterloo,WMF,Mathematics/Financial Analysis and Risk Management (Regular/Co-op),Offer,92,3/17/2025,Aif
Waterloo,WMF,Mathematics/Financial Analysis and Risk Management,Offer,94,3/18/2025,
Waterloo,WMF,Mathematics/Financial Analysis and Risk Management (Regular/Co-op),Offer,95.17,5/8/2025,AIF
Waterloo,WMF,Mathematics/Financial Analysis and Risk Management (co-op),Offer,94.5,5/8/2025,AIF
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,96,2/7/2025,AIF
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,98.2,3/7/2025,"AIF, KIRA"
Waterloo,WMT,Mechatronics Engineering (Co-op Only),Offer,97.83,3/7/2025,"KIRA, AIF"
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,97.6,3/7/2025,KIRA and AIF
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,97.5,3/7/2025,AIF
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,97.33,3/7/2025,AIF + Kira
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,97.17,3/7/2025,"AIF, KIRA"
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,96.2,3/7/2025,"AIF, KIRA"
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,95.5,3/7/2025,AIF
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,95,3/7/2025,"AIF, KIRA"
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,93.16,3/7/2025,"AIF, Kira"
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,92.67,3/11/2025,AIF
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,~92.5 (US system),3/13/2025,"KIRA, AIF"
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,100,3/14/2025,"Yes, AIF for engineering at Waterloo. asked about leadership, compassion and career plan."
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,94.2,3/31/2025,"AIF, KIRA"
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,94,4/11/2025,AIF and Kira
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,96.83,5/7/2025,AIF & KIRA
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,95.17,5/7/2025,"AIF, KIRA interview"
Waterloo,WMT,Mechatronics Engineering (Co-op only),Deferred,95.6,5/8/2025,AIF
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,96.83,5/8/2025,AIF
Waterloo,WMT,Mechatronics Engineering (Co-op only),Rejected,95.2,5/14/2025,AIF + Interview
Waterloo,WMT,Mechatronics Engineering (Co-op only),Rejected,90.5,5/14/2025,AIF
Waterloo,WMT,Mechatronics Engineering (Co-op only),Offer,97.66,,KIRA and AIF
Waterloo,WN,Mathematics/CPA,Offer,95,3/17/2025,AIF
Waterloo,WN,Mathematics/CPA,Offer,93.83,3/17/2025,AIF
Waterloo,WN,Mathematics/CPA (Co-op Only),Offer,95.17,5/8/2025,AIF
Waterloo,WNT,Nanotechnology Engineering (Co-op only),Offer,92,2/1/2025,Kira Aif
Waterloo,WNT,Nanotechnology Engineering (Co-op only),Offer,94,2/7/2025,AIF
Waterloo,WNT,Nanotechnology Engineering (Co-op only),Offer,94,2/7/2025,"KIRA, AIF"
Waterloo,WNT,Nanotechnology Engineering (Co-op only),Offer,94.4,2/8/2025,Yes - Kiratalent interview + About me form
Waterloo,WNT,Nanotechnology Engineering (Co-op only),Offer,93,3/7/2025,"AIF, KIRA"
Waterloo,WNT,Nanotechnology Engineering (Co-op only),Offer,88,3/11/2025,"KIRA, AIF"
Waterloo,WNT,Nanotechnology Engineering (Co-op only),Offer,95.17,5/8/2025,"KIRA Interview, AIF"
Waterloo,WP,Planning (Co-Op),Offer,97.8,12/3/2024,
Waterloo,WP,Planning (Co-Op),Offer,95,12/3/2024,
Waterloo,WP,Planning (Co-Op),Offer,94.33,12/3/2024,
Waterloo,WP,Planning (Co-Op),Offer,93,12/3/2024,
Waterloo,WP,Planning (Co-Op),Offer,91,12/3/2024,
Waterloo,WP,Planning (Co-Op),Offer,96,12/4/2024,
Waterloo,WP,Planning (Co-Op),Offer,91,12/4/2024,
Waterloo,WP,Planning (Co-Op),Offer,91,5/4/2025,
Waterloo,WP,Planning (Co-Op),Offer,85.83,5/5/2025,
