university,ouac_code,program_name,status,admission_grade,admission_date,supplemental_required
Waterloo,WPS,Physical Sciences Honours Co-Op,Offer,98.8,12/3/2024,
Waterloo,WPS,Physical Sciences Honours Co-Op,Offer,94,12/3/2024,
Waterloo,WPS,Physical Sciences (Co-op and Regular),Offer,94,12/3/2024,
Waterloo,WPS,Physical Sciences (Co-op and Regular) (Astronomy/Physics (co-op optional)),Offer,93,12/3/2024,
Waterloo,WPS,Physical Sciences (Co-op and Regular) (Mathematical Physics (co-op optional),Offer,95,12/4/2024,
Waterloo,WPS,Physical Sciences (Co-op and Regular),Offer,93.75,12/4/2024,
Waterloo,WPS,Physical Sciences (physics & astronomy) (co-op),Offer,93.2,12/4/2024,
Waterloo,WPS,Physical Sciences,Offer,89.17%,12/4/2024,
Waterloo,WPS,Physical Sciences (Co-op and Regular) (Biological and Medical Physics (co-op optional)),Offer,96,12/5/2024,
Waterloo,WPS,Physical Sciences Honours Co-Op,Offer,92.5,12/5/2024,
Waterloo,WPS,Physical Sciences (Co-op and Regular) (Astronomy/Physics (co-op optional)),Offer,97.7,12/6/2024,
Waterloo,WPS,Physical Sciences (Co-op and Regular) (Chemistry (co-op optional)),Offer,96,12/6/2024,
Waterloo,WPS,Physical Sciences Honours Co-Op,Offer,94,12/10/2024,
Waterloo,WPS,Physical Sciences (Co-op),Offer,92,1/21/2025,
Waterloo,WPS,Physical Sciences,Offer,94,1/31/2025,
Waterloo,WPS,Physical Sciences,Offer,90,2/26/2025,AIF
Waterloo,WPS,Physical Sciences Honours Co-Op,Offer,95,3/12/2025,
Waterloo,WPS,Physical Sciences,Offer,86,5/2/2025,
Waterloo,WPS,Physical sciences (astronomy/physics),Offer,80.35,5/3/2025,
Waterloo,WR,Architecture (Co-op only),Offer,94,4/28/2025,"Portfolio, interview, english précis test"
Waterloo,WS,Honours Science (Regular only),Offer,96,12/6/2024,
Waterloo,WS,"Honours Health Sciences, Regular",Offer,93.33,2/27/2025,
Waterloo,WS,"Honours Health Sciences, Co-op",Offer,93.33,2/27/2025,
Waterloo,WSB,Science and Business (Co-op and Regular),Offer,95,12/3/2024,
Waterloo,WSB,Science and Business,Offer,93.83,12/3/2024,
Waterloo,WSB,"Science and Business, Regular",Offer,87.6,12/3/2024,
Waterloo,WSB,Science and Business,Offer,84.5,1/26/2025,
Waterloo,WSB,Science and Business,Offer,84,1/30/2025,
Waterloo,WSF,Sustainability and Financial Management (Co-op only),Offer,94.67,3/11/2025,SAFAA (KIRA)
Waterloo,WSF,Sustainability and Financial Management (Co-op only),Offer,90.16,4/11/2025,AIF
Waterloo,WSO,Software Engineering (Co-op only),Offer,99,3/7/2025,AIF & KIRA
Waterloo,WSO,Software Engineering (Co-op only),Offer,98.17,3/7/2025,"Yes, AIF"
Waterloo,WSO,Software Engineering (Co-op only),Offer,98,3/7/2025,AIF + Kira Interview
Waterloo,WSO,Software Engineering (Co-op only),Offer,97.5,3/7/2025,AIF
Waterloo,WSO,Software Engineering (Co-op only),Offer,97.5,3/7/2025,Kira + AIF
Waterloo,WSO,Software Engineering (Co-op only),Offer,97,3/7/2025,"Kira, AIF"
Waterloo,WSO,Software Engineering (Co-op only),Offer,97,3/7/2025,KIRA and AIF
Waterloo,WSO,Software Engineering (Co-op only),Offer,96,3/7/2025,"AIF, KIRA Talent video interview"
Waterloo,WSO,Software Engineering (Co-op only),Offer,95.67,3/7/2025,"AIF, KIRA"
Waterloo,WSO,Software Engineering (Co-op only),Offer,95.5,3/7/2025,"Kira, AIF"
Waterloo,WSO,Software Engineering (Co-op only),Offer,97.5,3/12/2025,"AIF, KIRA"
Waterloo,WSO,Software Engineering (Co-op only),Offer,89.17,3/12/2025,AIF + KIRA Interview
Waterloo,WSO,Software Engineering (Co-op only),Offer,"I'm a university student so it's acc top 5, but it's a 91",3/13/2025,KIRA interview and AIF
Waterloo,WSO,Software Engineering (Co-op only),Offer,98,3/28/2025,AIF/KIRA
Waterloo,WSO,Software Engineering (Co-op only),Offer,97.3,3/28/2025,"KIRA, AIF"
Waterloo,WSO,Software Engineering (Co-op only),Offer,98.5,4/10/2025,Yes - AIF + KIRA
Waterloo,WSO,Software Engineering (Co-op only),Offer,98.5,5/7/2025,"AIF, KIRA"
Waterloo,WSO,Software Engineering (Co-op only),Offer,98,5/7/2025,KIRA and AIF
Waterloo,WSO,Software Engineering (Co-op only),Offer,97,5/7/2025,"AIF, KIRA"
Waterloo,WSO,Software Engineering (Co-op Only),Offer,96.5,5/7/2025,"AIF, KIRA"
Waterloo,WSV,Science and Aviation,Offer,92,12/3/2024,
Waterloo,WSV,Science and Aviation (Regular only),Offer,87.83,5/2/2025,
Waterloo,WWF,Electrical Engineering (Co-op only),Offer,95.83,2/7/2025,AIF & KIRA (interview)
Waterloo,WWF,Electrical Engineering (Co-op only),Offer,95.2,2/7/2025,AIF
Waterloo,WWF,Electrical Engineering (Co-op only),Offer,98.3,3/7/2025,aif
Waterloo,WWF,Electrical Engineering (Co-op only),Offer,97.5,3/7/2025,AIF
Waterloo,WWF,Electrical Engineering (Co-op only),Offer,96.67 (3.6adj factor),3/12/2025,"AIF, KIRA"
Waterloo,WWF,Electrical Engineering (Co-Op Only),Offer,98,3/12/2025,AIF & Kira
Waterloo,WWF,Electrical Engineering (Co-op only),Offer,97.7,3/13/2025,Aif and Kira
Waterloo,WWF,Electrical Engineering (Co-op only),Offer,98.2,3/31/2025,AIF
Waterloo,WWF,Electrical Engineering (Co-op only),Offer,93,4/11/2025,"AIF, KIRA"
Waterloo,WWF,Electrical Engineering (Co-op only),Deferred,91.2,5/7/2025,AIF + Kira
Waterloo,WWF,Electrical Engineering (Co-op only),Deferred,89,5/7/2025,AIF + Kira
Waterloo,WWF,Electrical Engineering (Co-op only),Offer,96.17,5/7/2025,"AIF, did KIRA interview on Jan 2 2025"
Waterloo,WWF,Electrical Engineering (Co-op only),Offer,96,5/7/2025,KIRA + AIF
Waterloo,WWF,Electrical Engineering (Co-op only),Rejected,96.33,5/8/2025,"KIRA, AIF"
Waterloo,WWG,Geological Engineering Honours Co-op,Offer,90,5/2/2025,Kira and AIF
Waterloo,WWH,Mechanical Engineering (Co-op),Offer,96.17,3/7/2025,"KIRA, AIF"
Waterloo,WWH,Mechanical Engineering (Co-op),Offer,93.5,4/10/2025,KIRA + AIF
Waterloo,WWH,Mechanical Engineering (Co-op),Offer,91.5,4/16/2025,AIF + KIRA
Waterloo,WWH,Mechanical Engineering (Co-op),Offer,97,5/7/2025,"Kira, AIF"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,98.17,3/7/2025,Kira + AIF
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,98,3/7/2025,"AIF, Kira"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,98,3/7/2025,"KIRA, AIF"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,98,3/7/2025,"Yes, AIF and KIRA talent interview"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,97.5,3/7/2025,KIRA + AIF
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,95.5,3/7/2025,"AIF, KIRA"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,95,3/7/2025,"Kira Interview, AIF"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,93.2,3/7/2025,"KIRA, AIF"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,97.33,3/11/2025,AIF
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,98.8,3/12/2025,"AIF, KIRA"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,97,3/12/2025,KIRA; AIF
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,91.4,3/13/2025,KIRA AIF
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,97.8; IB 41/45,4/3/2025,"KIRA, AIF"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,97,4/10/2025,"AIF, KIRA"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,95.66,4/10/2025,"AIF, KIRA"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,95.5,4/14/2025,"KIRA, AIF"
Waterloo,WWJ,Computer Engineering (Co-op only),Offer,98.5,5/7/2025,Yes KIRA and AIF
Waterloo,WWJ,Computer Engineering (Co-op only),Rejected,98.5,5/14/2025,"Kira, AIF"
Waterloo,WWJ,Computer Engineering (Co-op only),Rejected,95.5,5/14/2025,AIF
Waterloo,WWJ,Computer Engineering (Co-op only),Rejected,95,5/14/2025,"AIF, Kira"
Waterloo,WXY,Accounting and Financial Management (Co-op Only),Offer,96.25,3/8/2025,SAFAA
Waterloo,WXY,Accounting and Financial Management (co-op only),Offer,low 90s,3/11/2025,
Waterloo,WXY,Accounting and Financial Management,Offer,99.2,3/11/2025,SAFAA
Waterloo,WXY,Accounting and Financial Management,Offer,94.67,3/11/2025,KIRA (SAFAA)
Waterloo,WXY,Accounting and Financial Management (Co-op Only),Offer,94.5,3/11/2025,Kira
Waterloo,WXY,Accounting and Financial Management,Offer,94.16,3/11/2025,SAFAA and Trait Test
Waterloo,WXY,Accounting and Financial Management,Offer,93.83,3/11/2025,Kira Interview + Trait assesment
Waterloo,WXY,Accounting and Financial Management,Offer,93.67,3/11/2025,KIRA talent video interview
Waterloo,WXY,Accounting and Financial Management (Co-op Only),Offer,92,4/21/2025,KIRA
Waterloo,WXY,Accounting and Financial Management (Co-op only),Offer,93.5,5/6/2025,KIRA
Waterloo,WXY,Accounting and Financial Management (Co-op only),Offer,89.6,5/6/2025,KIRA + Trait form
Waterloo,WXY,Accounting and Financial Management (Co-op only),Offer,86.5,5/13/2025,AIF and SAFAA
Waterloo,WXY,Accounting and Financial Management (Co-op only),Deferred,93,5/14/2025,"SAFAA, AIF"
Waterloo,WXY,Accounting and Financial Management (Co-op only),Deferred,92.83,5/14/2025,KIRA
Waterloo,,Legal Studies,Offer,85.5,5/3/2025,
Western,AEO,Ivey AEO,Offer,100,2/5/2025,"Kira, 2 essays"
Western,AEO,MS,Offer,98,2/5/2025,yes
Western,AEO,Ivey AEO,Offer,98,2/18/2025,Kira
Western,AEO,Ivey AEO (with Computer Science),Offer,94.83,2/18/2025,Ivey Supp App & KIRA
Western,AEO,Ivey AEO,Offer,94.16,3/7/2025,yep
Western,AEO,Ivey AEO,Offer,95.67,4/4/2025,AEO Supp App + Kira
Western,AEO,Ivey AEO,Rejected,97,5/14/2025,KIRA + Essays
Western,AEO,Ivey AEO,Rejected,95.67,5/14/2025,Kira + Essays
Western,AEO,Ivey AEO,Rejected,94.17,5/14/2025,"Video interview, Ivey Essays"
Western,AEO,Ivey AEO,Rejected,98,5/15/2025,"Kira, 2 essays, 5 paragraphs"
Western,AEO,Ivey AEO,Offer,95,5/20/2025,Kira video and 2 essays
Western,AEO,Ivey AEO,Offer,94.5,5/20/2025,KIRA
Western,EA,Arts and Humanities,Offer,96,11/13/2024,
Western,EA,Arts and Humanities (English Language and Literature),Offer,89,12/10/2024,
Western,ECS,Computer Science,Offer,94.3,10/10/2024,
Western,ECS,Computer Science (Computer Science),Offer,98,11/12/2024,
Western,ECS,Computer Science,Offer,99,11/13/2024,
Western,ECS,Computer Science,Offer,98.83,11/13/2024,
Western,ECS,Computer Science,Offer,97,11/13/2024,
Western,ECS,Computer Science,Offer,97,11/13/2024,
Western,ECS,Computer Science,Offer,96.8,11/13/2024,
Western,ECS,Computer Science (field of interest: Data science),Offer,96.5,11/13/2024,
Western,ECS,Computer Science (Computer Science),Offer,96,11/13/2024,
Western,ECS,Computer Science (Computer Science),Offer,95,11/13/2024,
Western,ECS,Computer Science (Computer Science),Offer,98.3,12/10/2024,
Western,ECS,Computer Science,Offer,97,12/10/2024,
Western,ECS,Computer Science,Offer,94.8,12/10/2024,
Western,ECS,Computer Science,Offer,93.83,12/10/2024,
Western,ECS,Computer Science,Offer,93.66,12/10/2024,
Western,ECS,Computer Science,Offer,92.5,12/10/2024,
Western,ECS,Computer Science,Offer,98,12/11/2024,
Western,ECS,Computer Science,Offer,92.5,2/28/2025,
Western,ECS,Computer Science,Offer,89.5,2/28/2025,
Western,ECS,CS + AEO,Offer,96.17,3/6/2025,none (AEO interview + essay)
Western,ECS,Computer Science,Offer,92,3/6/2025,
Western,ECS,Computer Science,Offer,90.83,3/6/2025,
Western,ECS,Computer Science,Offer,89.5,3/6/2025,
Western,ED,Management & Organizational Studies (Management and Legal Studies),Offer,97,11/13/2024,
Western,ED,Management & Organizational Studies (Finance),Offer,94,11/13/2024,
Western,ED,Management & Organizational Studies (Finance),Offer,93.5,11/13/2024,
Western,ED,Management & Organizational Studies,Offer,95,11/27/2024,
Western,ED,Management & Organizational Studies,Offer,95,11/28/2024,
Western,ED,Management & Organizational Studies,Offer,96,12/8/2024,Kira - for Ivey AEO Supp App
Western,ED,Management & Organizational Studies,Offer,97,12/10/2024,
Western,ED,Management & Organizational Studies (Finance),Offer,97,12/10/2024,
Western,ED,Management & Organizational Studies (Finance),Offer,96,12/10/2024,
Western,ED,Management & Organizational Studies (Finance),Offer,96,12/10/2024,
Western,ED,Management & Organizational Studies,Offer,94.67,12/10/2024,
Western,ED,Management & Organizational Studies,Offer,94,12/10/2024,
Western,ED,Management & Organizational Studies,Offer,98,12/11/2024,
Western,ED,Management & Organizational Studies,Offer,93.8,1/7/2025,
Western,ED,Management & Organizational Studies,Offer,92.67,1/29/2025,
Western,ED,Management & Organizational Studies,Offer,98.33,2/4/2025,
Western,ED,Management & Organizational Studies w/ Ivey AEO,Offer,96.8,2/18/2025,KIRA
Western,ED,Management & Organizational Studies w/ Ivey AEO,Offer,96,3/6/2025,Kira - For Ivey AEO
Western,ED,Management & Organizational Studies,Offer,93.83,3/6/2025,
Western,ED,Management & Organizational Studies w/ Ivey AEO,Offer,99.2,3/7/2025,Ivey Supp App
Western,ED,Management & Organizational Studies (Finance) w/ Ivey AEO,Offer,96,4/4/2025,KIRA + Ivey Supp App
Western,ED,Management & Organizational Studies w/ Ivey AEO,Offer,95,4/4/2025,Ivey Supp. App.
Western,ED,Management & Organizational Studies,Offer,95.67,5/16/2025,
Western,EDN,Management and Organizational Studies (Commercial Aviation Management) – Flight,Offer,90.67,5/16/2025,Yes
Western,EE,Engineering (Co-op and Regular),Offer,96.2,11/8/2024,Casper
Western,EE,Engineering (Co-op and Regular) (Mechanical Engineering),Offer,96,11/14/2024,
Western,EE,Engineering (Co-op and Regular),Offer,95,12/6/2024,
Western,EE,Engineering (Co-op),Offer,94,12/10/2024,Casper test
Western,EE,Engineering,Offer,97.67,1/13/2025,Yes. CASPER Situational Judgement Test (acheived 4th quartile)
Western,EE,Engineering (Co-op and Regular),Offer,97.67,1/13/2025,Casper Test
Western,EE,Engineering (Co-op),Offer,97,1/13/2025,
Western,EE,Engineering (Co-op and Regular) (Mechanical Engineering (co-op optional)),Offer,94.17,1/13/2025,"Yes, Casper test"
Western,EE,Engineering - Mechatronic Systems Engineering (co-op optional),Offer,90.5,1/13/2025,Casper
Western,EE,Engineering,Offer,93.5,1/23/2025,
Western,EE,Engineering,Offer,98,2/3/2025,Casper Test
Western,EE,Engineering,Offer,93.83,3/6/2025,Casper
Western,EE,Engineering,Offer,92.3,3/6/2025,Engineering Casper Test
Western,EE,Engineering (Co-op and Regular) (Mechanical Engineering),Offer,92.17,3/6/2025,Casper Test
Western,EE,Engineering (Co-op and Regular),Offer,91.5,3/6/2025,Casper Test
Western,EE,Engineering,Offer,89.6,3/6/2025,
Western,EE,Engineering,Offer,88,4/4/2025,Casper
Western,EE,Engineering,Waitlisted,90,4/16/2025,CASPER Q4
Western,EE,Engineering,Offer,92.8,5/7/2025,Casper
Western,EE,Engineering,Offer,90.5,5/9/2025,Casper
Western,EE,Engineering,Offer,96,5/16/2025,
Western,EE,Engineering,Offer,94,5/16/2025,Casper Test - 4th Quartile
Western,EE,Engineering,Offer,91.67,5/16/2025,"Casper, 3rd quartile"
Western,EE,Engineering,Offer,91.5,5/16/2025,Casper 4th Qt
Western,EE,Engineering,Waitlisted,96.83,5/16/2025,CASPER
Western,EE,Engineering,Offer,91.5,5/17/2025,CASPer - Q3
Western,EE,Engineering,Offer,95,,CASPER
Western,EE+AEO,Engineering (Co-op and Regular) + Ivey,Offer,94.6,4/4/2025,Yes
Western,Efs,Family studies and human development,Offer,90.2,2/10/2025,
Western,EI,Media and Communication Studies,Offer,88.25,1/29/2025,
Western,EKC,Childhood and Youth Studies,Offer,97,11/15/2024,
Western,EM,BMus,Offer,93,3/25/2025,Audition
Western,ENF,Fanshawe Collaborative Nursing,Offer,91.68,5/16/2025,Casper - 2nd Quartile
Western,ENW,Nursing BScN (Western site),Offer,96,2/25/2025,CASPer
Western,ENW,Nursing BScN (Western site),Offer,94.8,2/25/2025,CASPer on Acuity Insights
Western,ENW,Nursing BScN (Western site),Offer,93.2,3/21/2025,casper
Western,ENW,Nursing BScN (Western site),Offer,93.16,3/21/2025,casper—third quartile
Western,ENW,Nursing BScN (Western site),Deferred,91,5/16/2025,CASPER
Western,ENW,Nursing BScN (Western site),Offer,94.5,5/16/2025,Casper 3rd Quartile
Western,ENW,Nursing BScN (Western Site),Offer,93.16,5/16/2025,CASPer Test
Western,EO,Social Science,Offer,93,11/24/2024,
Western,EO,Social Science,Offer,94.67,12/10/2024,
Western,EO,Social Science,Offer,96.5,1/29/2025,
Western,EO,Social Science (Economics),Offer,91.83,2/3/2025,
Western,EO,Social Science,Offer,94.61,3/6/2025,
Western,EO,Social Science,Offer,94.5,3/6/2025,
Western,EO,Social Science,Offer,91.4,3/6/2025,
Western,EO,Social Science,Offer,92.5,5/16/2025,
Western,EO,Social Science,Offer,91,5/16/2025,
Western,EP,Kineslology,Offer,85,11/14/2024,
Western,EP,Kinesiology (BSc),Offer,92.2,3/6/2025,
Western,EP,Kinesiology (BSc),Offer,92.5,5/16/2025,
Western,EP,Kinesiology,Offer,92.16,5/16/2025,
Western,EP,Kinesiology,Offer,89.67,5/16/2025,
Western,ES,Science (Astrophysics),Offer,98.8,11/13/2024,
Western,ES,Science (Animal Behaviour),Offer,93.3,12/5/2024,
Western,ES,Science,Offer,92,2/3/2025,
Western,ES,Science,Offer,90,2/28/2025,
Western,ES,Science,Offer,94.6,3/6/2025,
Western,ES,Science,Offer,92,3/6/2025,
Western,ES,Science,Offer,91.83,3/6/2025,
Western,ES,Science (Genetics & Biochemistry),Offer,90.67,3/6/2025,Western Integrated Science (WISc) - Supplementary Application
Western,ES,Science (Genetics & Biochemistry),Rejected,90,3/23/2025,
Western,ESM,Medical Sciences,Offer,95,10/7/2024,
Western,ESM,Medical Sciences,Offer,96,11/11/2024,
Western,ESM,Medical Sciences,Offer,98.83,11/13/2024,
Western,ESM,Medical Sciences,Offer,97.17,11/13/2024,
Western,ESM,Medical Sciences (BMSc and BSc),Offer,97,11/13/2024,
Western,ESM,Medical Sciences,Offer,96.83,11/13/2024,
Western,ESM,Medical Sciences,Offer,96.67,11/13/2024,
Western,ESM,Medical Sciences,Offer,96.5,11/13/2024,
Western,ESM,Medical Sciences (Biochemistry),Offer,96.3,11/13/2024,
Western,ESM,Medical Sciences (BMSc and BSc) (Medical Biophysics),Offer,96,11/13/2024,
Western,ESM,Medical Sciences,Offer,95.25,11/13/2024,
Western,ESM,Medical Sciences,Offer,94,11/13/2024,
Western,ESM,Medical Sciences,Offer,93,11/13/2024,
Western,ESM,Medical Sciences (BMSc and BSc),Offer,97,11/14/2024,
Western,ESM,Medical Sciences,Offer,97,11/21/2024,
Western,ESM,Medical Sciences,Offer,95.3,11/22/2024,
Western,ESM,Medical Sciences (BMSc and BSc) (Physiology & Pharmacology),Offer,99.1,11/26/2024,
Western,ESM,Medical Sciences (BMSc and BSc),Offer,96.8,12/6/2024,
Western,ESM,Medical Sciences,Offer,99,12/10/2024,
Western,ESM,Medical Sciences (BMSc and BSc),Offer,98.83,12/10/2024,
Western,ESM,Medical Sciences,Offer,97,12/10/2024,
Western,ESM,Medical Sciences,Offer,96.5,12/10/2024,No
Western,ESM,Medical Sciences,Offer,95,12/10/2024,
Western,ESM,Medical Sciences (BMSc and BSc),Offer,95,12/10/2024,
Western,ESM,Medical Sciences (BMSc and BSc),Offer,94,12/10/2024,
Western,ESM,Medical Sciences (BMSc and BSc),Offer,93.5,12/10/2024,
Western,ESM,Medical Sciences,Offer,97.16,12/12/2024,
Western,ESM,Medical Sciences,Offer,93.8,1/7/2025,
Western,ESM,Medical Sciences,Offer,90,1/13/2025,
Western,ESM,Medical Sciences,Offer,95.6,1/24/2025,
Western,ESM,Medical Sciences,Offer,92.67,1/29/2025,
Western,ESM,Medical Sciences,Offer,98,2/3/2025,
Western,ESM,Medical Sciences,Offer,96.67,2/3/2025,
Western,ESM,Medical Sciences,Offer,95.5,2/3/2025,
Western,ESM,Medical Sciences,Offer,94,2/3/2025,
Western,ESM,Medical Sciences,Offer,94,2/3/2025,
Western,ESM,Medical Sciences,Offer,93.5,2/3/2025,
Western,ESM,Medical Sciences,Offer,99,3/6/2025,
Western,ESM,Medical Sciences,Offer,94,3/6/2025,
Western,ESM,Medical Sciences,Offer,94,3/6/2025,
Western,ESM,Medical Sciences,Offer,91.6,3/6/2025,
Western,ESM,Medical Sciences,Offer,90.5,3/6/2025,
Western,ESM,Medical Sciences,Offer,89.83,3/6/2025,
Western,ESM,Medical Sciences (BMSc and BSc),Offer,87.5,3/6/2025,
Western,ESM,Medical Sciences,Offer,92.5,5/16/2025,
Western,ESM,Medical Sciences,Offer,91,5/16/2025,
Western,ESM,Medical Sciences,Offer,91,5/16/2025,
Western,ESM,Medical Sciences,Offer,94,5/22/2025,
Western,EW,Health Sciences,Offer,96,11/11/2024,
Western,EW,Health Sciences (Health Sciences),Offer,99.67,11/13/2024,
Western,EW,Health Sciences (Health Sciences with Biology),Offer,95.33,11/13/2024,
Western,EW,Health Sciences,Offer,95.25,11/13/2024,
Western,EW,Health Sciences,Offer,94,11/13/2024,
Western,EW,Health Sciences,Offer,97,11/21/2024,
Western,EW,Health Sciences,Offer,96.67,1/29/2025,N/A for health sci but applied to Ivey
Western,EW,health science (major in bio),Offer,96.5,3/6/2025,
Western,EW,Health Sciences,Offer,94.3,3/6/2025,
Western,EW,Health Sciences,Offer,94,3/6/2025,
Western,EW,Health Sciences,Offer,94,3/6/2025,
Western,EW,Health Sciences,Offer,93.67,3/6/2025,
Western,EW,Health Sciences,Offer,93,3/6/2025,
Western,EW,Health Sciences,Offer,94,5/7/2025,
Western,EW,Health Sciences,Offer,92.67,5/16/2025,
Western,EW,Health Sciences,Offer,92.16,5/16/2025,
Western,EW,Health Sciences,Offer,92,,
Western - Huron,EHD,Management & Organizational Studies,Offer,98,12/16/2024,I got accepted before I submitted mine
Western - Huron,EHD,Management and Organizational Studies - Business Intelligence,Offer,90,1/31/2025,Personal Statement on Huron Portal
Western - Huron,EHD,Management & Organizational Studies (Finance & Administration),Offer,93,4/9/2025,Optional
Western - Huron,EHO,Social Science/Major of Interest-Psychology,Offer,90.5,12/13/2024,
Western - Huron,EHO,Social sciences,Offer,93.5,2/20/2025,I didnt sumbit but still get an offer
Windsor,Nef,Mechatronics Engineering,Offer,95,11/7/2024,
Windsor,NN,Nursing,Offer,96,2/5/2025,
Windsor,NN,Nursing,Offer,89.5,2/28/2025,
Windsor,NN,Nursing,Offer,91,5/1/2025,
York,YBA,Schulich BBA,Offer,96.8,2/28/2025,KIRA
York,YBA,Schulich BBA,Offer,96.5,2/28/2025,"Yes, Kira"
York,YBA,Schulich BBA,Offer,95,3/13/2025,KIRA
York,YBA,Schulich BBA,Offer,95,3/13/2025,Leadership profile and interview
York,YBA,Schulich BBA,Offer,93,3/13/2025,"KIRA, Leadership profile"
York,YBA,Schulich BBA,Offer,93,3/13/2025,"KIRA, Leadership profile"
York,YBA,Schulich BBA,Offer,98.1,3/14/2025,KIRA
York,YBA,Schulich BBA,Offer,96,3/14/2025,KIRA
York,YBA,Schulich BBA,Offer,95.67,3/14/2025,kira + leadership profile
York,YBA,Schulich BBA,Offer,95,3/14/2025,KIRA and Leadership Profile
York,YBA,Schulich BBA,Offer,91.4,3/14/2025,"Yes, Kira Talent + Leadership Profile"
York,YBA,Schulich BBA,Offer,91,3/14/2025,KIRA
York,YBA,Schulich BBA,Offer,86,4/3/2025,KIRA
York,YBA,Schulich BBA,Offer,96.16,5/2/2025,KIRA supp app
York,YBA,Schulich BBA,Offer,92,5/2/2025,KIRA + Leadership Profile
York,YBA,Schulich BBA,Offer,91.67,5/2/2025,KIRA
York,YBA,Schulich BBA,Offer,91.67,5/2/2025,Leadership Profile
York,YBA,Schulich BBA,Offer,91,5/2/2025,Yes - KIRA
York,YBA,Schulich BBA,Offer,90.67,5/2/2025,Kira
York,YBA,Schulich BBA,Offer,90.3,5/2/2025,yes
York,YBA,Schulich BBA,Offer,89.66,5/2/2025,KIRA
York,YBA,Schulich BBA,Offer,92.8,5/5/2025,KIRA + Leadership Profile
York,YDE,Mathematics (BSc),Offer,97.3,1/31/2025,
York,YEW,Teacher Education: Educational Studies (Concurrent BEd),Offer,90,12/11/2024,
York,YFB,Faculty of Liberal Arts and Professional Studies Bachelor of Commerce (Accounting),Offer,91,12/9/2024,
York,YFB,Commerce,Offer,90.83,12/10/2024,
York,YFB,Commerce,Offer,88,2/28/2025,
York,YFK,Teacher Education: Liberal Arts & Professional Studies (Concurrent BEd),Offer,92.5,5/7/2025,Yes! It'll show up on MyFile when it's time.
York,YFL,Human Resource Management,Offer,89,12/11/2024,
York,YFM,Information Technology (BA),Offer,82,12/11/2024,
York,YFT,Law & Society (BA),Offer,83,12/13/2024,
York,YFZ,Criminology (BA),Offer,83,12/13/2024,
York,YHA,Psychology (BA) Keele Campus,Offer,93,12/10/2024,
York,YHA,Psychology (BA),Offer,91,12/10/2024,
York,YHA,Psychology (BA),Offer,87,12/16/2024,
York,YHB,Psychology (BSc),Offer,95,12/10/2024,
York,YHB,Psychology (BSc),Offer,90.16,12/12/2024,
York,YHC,Kinesiology & Health Science (BA),Offer,89,12/11/2024,
York,YHC,Kinesiology & Health Science (BA),Offer,76.3,4/30/2025,
York,YHD,Kinesiology & Health Science (BSc),Offer,97,11/22/2024,
York,YHD,Kinesiology & Health Science (BSc),Offer,97.7,12/11/2024,
York,YHD,Kinesiology & Health Science (BSc),Offer,93,12/12/2024,
York,YHD,Kinesiology & Health Science (BSc),Offer,86.6,12/12/2024,
York,YHD,Kinesiology & Health Science (BSc) - Keele Campus,Offer,86,12/13/2024,
York,YHD,Kinesiology & Health Science (BSc),Offer,89.5,1/9/2025,
York,YHE,Biology (Biomedical Science) - Keele Campus,Offer,92,12/10/2024,
York,YHE,Kinesiology & Health Science - Keele Campus,Offer,92,12/10/2024,
York,YHE,Health Studies (BHS),Offer,91,12/10/2024,
York,YHU,Neuroscience BSc: Psychology,Offer,91,2/19/2025,
York,YHU,Neuroscience BSc: Psychology,Offer,84,2/20/2025,
York,YHV,Cities regions and planning,Offer,87.5,12/14/2024,
York,YHW,Nursing (Direct Entry),Offer,90,12/9/2024,
York,YHW,Nursing (Direct Entry),Offer,94,12/11/2024,
York,YHW,Nursing (Direct Entry),Offer,90,12/18/2024,
York,YHW,Nursing (Direct Entry),Offer,89.25,2/14/2025,
York,YHW,Nursing (Direct Entry),Offer,90.89,2/19/2025,
York,YHW,Nursing (Direct Entry),Offer,91.17,4/29/2025,
York,YHW,Nursing (Direct Entry),Offer,91,4/29/2025,
York,YMF,Computer Science for Software Development (BASc),Offer,92.2,12/10/2024,
York,YMF,Computer Science for Software Development (BASc),Offer,92.2,12/11/2024,
York,YMG,First Year Engineering Core Program,Offer,92.2,12/10/2024,
York,YMG,First Year Engineering Core Program,Offer,86,12/11/2024,
York,YMG,First Year Engineering Core Program,Offer,83,12/18/2024,
